source_file,relative_source_path,file_size_bytes,document_title,num_chunks_generated,total_characters,status,chunking_method,warning_or_error
cleaned_corpus\adsk-be7c36f876034fc5b2e9e619a8761f4d.md,adsk-be7c36f876034fc5b2e9e619a8761f4d.md,6664,Autodesk Batch File Templates | Administrator Installation,29,6589,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-be8a4924e2ec40f98b019368cc06b8d9.md,adsk-be8a4924e2ec40f98b019368cc06b8d9.md,1902,"Civil Engineers | Autodesk Architecture, Engineering and Construction Collection",28,1846,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-beaf70cfd5c841e2bdd0566e0dbcdc0c.md,adsk-beaf70cfd5c841e2bdd0566e0dbcdc0c.md,9712,CUBE 3: a cloud-based way of working is the way of the future for its business - Autodesk Forma,15,9522,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-bec4d214546348879b18d76017a6f750.md,adsk-bec4d214546348879b18d76017a6f750.md,452,Autodesk Advanced Manufacturing Resources Library & Content Center,8,436,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-beccbf84ab6b4a73a05455858a02f322.md,adsk-beccbf84ab6b4a73a05455858a02f322.md,612,Talk to a sales representative | Contact Us | Autodesk,9,593,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-bede6b2166f04bfea9c7668cb963a92d.md,adsk-bede6b2166f04bfea9c7668cb963a92d.md,14750,3D Animation Software | What is 3D Animation? | Autodesk,70,14505,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-bf04db1a17a445068c3f112ad601a926.md,adsk-bf04db1a17a445068c3f112ad601a926.md,382,System requirements for Autodesk Advance Steel 2023,7,371,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-bf520b2a98424e71b24110ab1230ab39.md,adsk-bf520b2a98424e71b24110ab1230ab39.md,4447,Autodesk Fusion 360 With FeatureCAM 2024 | Get Prices & Buy,42,4360,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-bf5ad6953b5e4bb8b0a5da3a23cf17e5.md,adsk-bf5ad6953b5e4bb8b0a5da3a23cf17e5.md,401,Configurator 360 | Product Configuration Software | Autodesk,7,390,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-bf7a13c66d5b478f8b692bb79294c552.md,adsk-bf7a13c66d5b478f8b692bb79294c552.md,3615,"Moldflow | 2023, 2021 Features | Autodesk",49,3519,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-bfb2788edbc54ecd9e9ce6d4f08b9d15.md,adsk-bfb2788edbc54ecd9e9ce6d4f08b9d15.md,1572,Johnson Controls | High-performance Building Design | Autodesk,9,1555,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-bfdbeba8da8c4c898230b907f77f9b8d.md,adsk-bfdbeba8da8c4c898230b907f77f9b8d.md,286,Help,7,275,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-bfe5f3d3445b4eb7907df477b1866ff0.md,adsk-bfe5f3d3445b4eb7907df477b1866ff0.md,2310,"Customer Help | Buying, Shopping, Delivery, & Payment | Autodesk",13,2287,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-c00e3462611d4b9a9025730da136619b.md,adsk-c00e3462611d4b9a9025730da136619b.md,4015,Autodesk Developer Network membership,24,3940,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-c022d76004be4befb07f9436642d0862.md,adsk-c022d76004be4befb07f9436642d0862.md,316,Education Archives,7,305,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-c04de323bd4749d28d54d14647fae656.md,adsk-c04de323bd4749d28d54d14647fae656.md,1982,Formit Key Features 2022 | Upcoming Advanced Features 2023 | Autodesk,19,1944,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-c073809b7a4240828224bc097f56c207.md,adsk-c073809b7a4240828224bc097f56c207.md,1202,Account Basics | Using Autodesk Account | Autodesk Support,12,1171,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-c09690538a7f4d84ba602466e09108f6.md,adsk-c09690538a7f4d84ba602466e09108f6.md,296,Overview,7,285,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-c0b469fc51f14089bc7131e1801f29d0.md,adsk-c0b469fc51f14089bc7131e1801f29d0.md,286,Help,7,275,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-c0daf9f11cab4fce859ce1cdc9fbca13.md,adsk-c0daf9f11cab4fce859ce1cdc9fbca13.md,296,Overview,7,285,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-c0e9b0ed8132462bafc3880563cb60a5.md,adsk-c0e9b0ed8132462bafc3880563cb60a5.md,612,Talk to a sales representative | Contact Us | Autodesk,9,593,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-c0f3dd3a430a4db9a29b36d53ddf70a3.md,adsk-c0f3dd3a430a4db9a29b36d53ddf70a3.md,4775,Autodesk Forma,55,4592,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-c1110a571b5c4778956bd34c42dd18a0.md,adsk-c1110a571b5c4778956bd34c42dd18a0.md,296,Overview,7,285,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-c12802573e8b4d1099a640e95f4256df.md,adsk-c12802573e8b4d1099a640e95f4256df.md,296,Overview,7,285,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-c15905568503440fa38f23c7e0ac35b2.md,adsk-c15905568503440fa38f23c7e0ac35b2.md,92191,Términos y Condiciones de Uso | Términos y Condiciones Generales | Autodesk,143,90119,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-c19d943fa4fa44f99ff6377343ba5338.md,adsk-c19d943fa4fa44f99ff6377343ba5338.md,1581,Insight - High performance and sustainable building design analysis,17,1536,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-c1a7657f5f80477c9c2b8c40bc5c9e71.md,adsk-c1a7657f5f80477c9c2b8c40bc5c9e71.md,1520,Autodesk Moldflow Software | Get Prices & Buy Official Moldflow 2023,10,1503,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-c1b30ff8c6fc4bf1a5b2ee1f72a09b15.md,adsk-c1b30ff8c6fc4bf1a5b2ee1f72a09b15.md,10357,How 3 Global Architecture and Engineering Firms Are Revitalizing Work in 2020,27,10172,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-c217234b2ddc44ba910ed7e97ee04217.md,adsk-c217234b2ddc44ba910ed7e97ee04217.md,2078,Construction Bid Software | Autodesk Construction Cloud,23,2029,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-c247f0e7fa584e39a059b6b229ae0a45.md,adsk-c247f0e7fa584e39a059b6b229ae0a45.md,10161,Autodesk Learn Lab,91,9886,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-c2a287a70bd54da7a2b7e5a060867680.md,adsk-c2a287a70bd54da7a2b7e5a060867680.md,612,Talk to a sales representative | Contact Us | Autodesk,9,593,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-c3ce2009237a424fa6f31f09d77e47d5.md,adsk-c3ce2009237a424fa6f31f09d77e47d5.md,2841,Privacy Statement French,12,2696,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-c3ff7a7b681f476f92b6bd4aac13d967.md,adsk-c3ff7a7b681f476f92b6bd4aac13d967.md,296,Overview,7,285,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-c452733c1c8246628e34a73313109bef.md,adsk-c452733c1c8246628e34a73313109bef.md,23941,Security Advisories | Autodesk Trust Center,137,23346,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-c45e295e31df4711a268a401c2092dba.md,adsk-c45e295e31df4711a268a401c2092dba.md,11667,AutoCAD LT Features | 2024 New Features | Autodesk,151,11339,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-c524761037e44afc92b78329199c5932.md,adsk-c524761037e44afc92b78329199c5932.md,1845,Dynamo Studio | Computational BIM Design Software | Autodesk,17,1792,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-c52c356b9c2f4f36a40ff255ea27f85f.md,adsk-c52c356b9c2f4f36a40ff255ea27f85f.md,2465,Revit Trial,23,2420,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-c543e2e7af9d48f98aced8ed1a357534.md,adsk-c543e2e7af9d48f98aced8ed1a357534.md,421,Customer Case Studies And Success Stories | Autodesk,8,405,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-c592e1a29a224987a5270571417d69f3.md,adsk-c592e1a29a224987a5270571417d69f3.md,2333,Why Autodesk Construction Cloud | The New Possible,19,2296,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-c59d14e86541491fbcd638c3f4016dee.md,adsk-c59d14e86541491fbcd638c3f4016dee.md,326,Press Releases Archives,7,315,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-c59e31e3a62a43e095951756b73ff5d5.md,adsk-c59e31e3a62a43e095951756b73ff5d5.md,997,Contact Us | Inquiries And Feedback | Autodesk,16,963,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-c5dc39be6b384a5fac32b27802d189e6.md,adsk-c5dc39be6b384a5fac32b27802d189e6.md,8287,Trial Intake,118,7962,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-c60e14a7ed4143d0ad4db9759d8f0ad5.md,adsk-c60e14a7ed4143d0ad4db9759d8f0ad5.md,972,[Live webinar] BIM Fundamentals: Landscape Design,29,915,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-c664fbfaa3b44c47be30bde21e3943b7.md,adsk-c664fbfaa3b44c47be30bde21e3943b7.md,2814,Mechanical Toolset In Autodesk AutoCAD | Features,30,2753,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-c6e5441341124eba969b12abd8bba1d9.md,adsk-c6e5441341124eba969b12abd8bba1d9.md,1520,Autodesk Moldflow Software | Get Prices & Buy Official Moldflow 2023,10,1503,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-c71b646a877343d391ceeef79e3ddb62.md,adsk-c71b646a877343d391ceeef79e3ddb62.md,1063,Autodesk Docs Pricing | Autodesk Construction Cloud,15,1036,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-c72f8540ee2e47eea6c62e663462b3f2.md,adsk-c72f8540ee2e47eea6c62e663462b3f2.md,1563,"Fusion 360 | 3D CAD, CAM, CAE, & PCB Cloud-Based Software | Autodesk",20,1514,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-c76a5bef725447b396ed558ca2075a7c.md,adsk-c76a5bef725447b396ed558ca2075a7c.md,1535,Privacy Statement Changes | Autodesk,9,1518,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-c78474e1f5ff4d9ea52cb83060634333.md,adsk-c78474e1f5ff4d9ea52cb83060634333.md,4427,McKinstry Experiences 50% Time-Savings with Assemble for Earned Value Tracking,19,4372,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-c78b175232e9423598fed3563e6ad0ef.md,adsk-c78b175232e9423598fed3563e6ad0ef.md,5111,Autodesk partners with ERGs on leadership development program,28,5010,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-c78e3555ec324ba5be14fe1dec2a4319.md,adsk-c78e3555ec324ba5be14fe1dec2a4319.md,969,TruComposites,11,944,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-c8b4b43d7c7e4ae99fe36698d033b597.md,adsk-c8b4b43d7c7e4ae99fe36698d033b597.md,2853,Electrical Toolset In Autodesk AutoCAD | Features,30,2790,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-c90ca2379c184b33920c3cf038ba12a3.md,adsk-c90ca2379c184b33920c3cf038ba12a3.md,1986,Construction Bidding Software | Autodesk Construction Cloud,22,1945,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-c933ba7e56ea4ec0805fb7cc696913c7.md,adsk-c933ba7e56ea4ec0805fb7cc696913c7.md,13791,Autodesk Plans | Plans For Product Subscriptions | Autodesk,52,13585,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-c95ef83ae11e4caaa191f6532f72a1c8.md,adsk-c95ef83ae11e4caaa191f6532f72a1c8.md,4513,Autodesk Info360 Insight | Get Prices & Buy Official 2024,34,4411,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-c96bd47179dd4e71970c04d221891536.md,adsk-c96bd47179dd4e71970c04d221891536.md,1578,To Activate and Deactivate Automatic Update of Spaces,12,1550,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-c982f6d8e95e44b68aba673094d4c63e.md,adsk-c982f6d8e95e44b68aba673094d4c63e.md,2327,Subcontractor Qualification Software | Autodesk Construction Cloud,22,2280,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-c9f895ce56ec44888b934eef211edce1.md,adsk-c9f895ce56ec44888b934eef211edce1.md,1521,Nature’s Designs | AutoCAD | Autodesk,9,1478,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-ca359ae7799f4041a05612beab3e5e29.md,adsk-ca359ae7799f4041a05612beab3e5e29.md,296,Overview,7,285,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-ca523875e52b48529046a4c7089b28ec.md,adsk-ca523875e52b48529046a4c7089b28ec.md,344,Flame Family system requirements,7,333,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-ca75272fc869498f985eae902981879f.md,adsk-ca75272fc869498f985eae902981879f.md,2009,Trial Intake | Inventor Nesting 2022 | Autodesk,36,1931,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-ca9923eca03f4ab08d7c10105d4cbe7f.md,adsk-ca9923eca03f4ab08d7c10105d4cbe7f.md,4044,Construction Schedule Management Software| Autodesk Construction Cloud,19,4007,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-cacb083aba87433c946c34d830dfa46e.md,adsk-cacb083aba87433c946c34d830dfa46e.md,296,Overview,7,285,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-cb56fe038e164dc7acc34210e01aff08.md,adsk-cb56fe038e164dc7acc34210e01aff08.md,4682,What is Autodesk Construction Cloud?,9,4648,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-cb85230c57c64c17bf5caff91f1d425c.md,adsk-cb85230c57c64c17bf5caff91f1d425c.md,1875,View Autodesk License Information | Individual Installation,16,1825,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-cb8f895ca454443cb84a0541ec8d0a5e.md,adsk-cb8f895ca454443cb84a0541ec8d0a5e.md,3623,Autodesk Inventor CAM Software | Get Prices & Buy Official Inventor CAM 2024,24,3574,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-cbb377573c1144af87a7132542bb6e39.md,adsk-cbb377573c1144af87a7132542bb6e39.md,7109,Construction Project Management Software | Autodesk Construction Cloud,36,7030,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-cbec8bde1c2249318928426c6424f12a.md,adsk-cbec8bde1c2249318928426c6424f12a.md,977,Request More Info | OEM Software Partner Program | Autodesk,9,960,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-cca836e8dbdf48078060b318a68db328.md,adsk-cca836e8dbdf48078060b318a68db328.md,1311,Scheduling Software for Construction | Autodesk Construction Cloud,12,1290,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-ccd1bd138eb64087a4b2307c30e7c6f7.md,adsk-ccd1bd138eb64087a4b2307c30e7c6f7.md,1333,Showcase | Autodesk,12,1307,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-cd0fd3b07a1f489eb2ad6f8ca267a033.md,adsk-cd0fd3b07a1f489eb2ad6f8ca267a033.md,7674,Fusion Manufacturing Extension | Autodesk,42,7537,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-cd293e00d08c4ec1b305cba5cbfe4707.md,adsk-cd293e00d08c4ec1b305cba5cbfe4707.md,1079,Inventor Trial Support,26,1029,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-cd3570f531b94e5688fa722f3c7b75db.md,adsk-cd3570f531b94e5688fa722f3c7b75db.md,3085,Availability | Autodesk Trust Center,19,3048,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-cd38a21a96434555bbc22550fa2026a3.md,adsk-cd38a21a96434555bbc22550fa2026a3.md,2385,Civil 3D for Site Design | Site Design Software | Autodesk,27,2334,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-cd5bd391cd2a45ad9506938a71e2884b.md,adsk-cd5bd391cd2a45ad9506938a71e2884b.md,309,Fusion 360 Help,7,298,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-cd8895832fd043e891544ed5dc9ac188.md,adsk-cd8895832fd043e891544ed5dc9ac188.md,486,"DPR Enhances Its Quantification Workflows with Autodesk Takeoff, Saving Time and Resources",8,473,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-cdac339be93b4a10be204618c7eb3bfc.md,adsk-cdac339be93b4a10be204618c7eb3bfc.md,421,Customer Case Studies And Success Stories | Autodesk,8,405,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-cdb12d5230204db59f76ccea05008241.md,adsk-cdb12d5230204db59f76ccea05008241.md,7237,Prodsmart Software | Shop Floor Digitalization | Official Prodsmart 2023 | Autodesk,59,7062,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-ce15dcae30cb4701b53ed2770d2869fb.md,adsk-ce15dcae30cb4701b53ed2770d2869fb.md,2758,HSMWorks | CAM Software Embedded In SOLIDWORKS | Autodesk,18,2713,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-cede02128f824713851aa1141f146165.md,adsk-cede02128f824713851aa1141f146165.md,286,Help,7,275,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-cee5e8e02ee845e8a980d1bbaf8bd54a.md,adsk-cee5e8e02ee845e8a980d1bbaf8bd54a.md,4082,Download FormIt 2023 | FormIt Pro Free Trial | Autodesk Official,17,4035,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-cf51dc1702144f0caa3e5a2aa4488a00.md,adsk-cf51dc1702144f0caa3e5a2aa4488a00.md,2727,You searched for InfraWorks - AEC Tech Drop,20,2658,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-cf60ddda727043b0807591a0a1c9053d.md,adsk-cf60ddda727043b0807591a0a1c9053d.md,1683,"Contact Information | Autodesk, Inc.",11,1642,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-cfb4df9697684b8797bd8fbb7c5289b9.md,adsk-cfb4df9697684b8797bd8fbb7c5289b9.md,325,Untitled Autodesk Page,7,314,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-cfc8b1365c754050a74a681bdec7e35c.md,adsk-cfc8b1365c754050a74a681bdec7e35c.md,5370,Buy Autodesk Software | Get Prices & Buy Online | Official Autodesk Store,36,5261,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-d023069980fb453cb9115a3388af46fb.md,adsk-d023069980fb453cb9115a3388af46fb.md,5105,Autodesk Revit Software | BIM Software | Revit Prices,40,5019,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-d03c928fc92649c0953cf9c5afa8b656.md,adsk-d03c928fc92649c0953cf9c5afa8b656.md,5062,Privacy Statement Polish,15,4785,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-d03fba7283654cb982d2255f9ca7300b.md,adsk-d03fba7283654cb982d2255f9ca7300b.md,883,Autodesk - RegisterOnce,11,864,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-d07dc10c240e44d3846a7796c8f23401.md,adsk-d07dc10c240e44d3846a7796c8f23401.md,325,Untitled Autodesk Page,7,314,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-d0888f1f06364de498ff79905f7409b6.md,adsk-d0888f1f06364de498ff79905f7409b6.md,3517,Design Automation APIs,12,3472,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-d0de62109e7d4c75bf9caed29b6e8c54.md,adsk-d0de62109e7d4c75bf9caed29b6e8c54.md,1012,The Big Room | Autodesk Construction Cloud,10,989,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-d0fe77933b1249d5a6f4bf34983fa77f.md,adsk-d0fe77933b1249d5a6f4bf34983fa77f.md,358,System requirements for AutoCAD LT 2024,7,347,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-d1350f65833f4d99a8b33b2056e96d78.md,adsk-d1350f65833f4d99a8b33b2056e96d78.md,2071,Students | Autodesk,20,2004,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-d143440e03da478881fcd1790ae7e58b.md,adsk-d143440e03da478881fcd1790ae7e58b.md,2582,Construction Document Management | Autodesk Construction Cloud,25,2533,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-d1450fc2096541c8ac538886241e6429.md,adsk-d1450fc2096541c8ac538886241e6429.md,3951,Autodesk COVID-19 Resource Center | Coronavirus Resource Center,27,3876,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-d166a5a1ed7d4b3b833d5264f5e1eaa5.md,adsk-d166a5a1ed7d4b3b833d5264f5e1eaa5.md,338,Custom Manufacturing Archives,7,327,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-d16aba2dadfa44b59e276112652f582e.md,adsk-d16aba2dadfa44b59e276112652f582e.md,2601,Benefits of the Plant 3D Toolset | CAD Software | Autodesk,14,2555,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-d1a1c9a977a24a5782bea0b95432488e.md,adsk-d1a1c9a977a24a5782bea0b95432488e.md,1296,Modify a deployment with the classic installer | Administrator Installation,11,1272,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-d1b78cc200d4464aa623db13284c7fa2.md,adsk-d1b78cc200d4464aa623db13284c7fa2.md,8341,Trial Intake | Moldflow 2022 | Autodesk,118,8016,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-d1bb17135b474d22a9022e6f97fab561.md,adsk-d1bb17135b474d22a9022e6f97fab561.md,309,Fusion 360 Help,7,298,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-d21aef7f108341988ee9150ea6058cf5.md,adsk-d21aef7f108341988ee9150ea6058cf5.md,3485,AutoAutoCAD Official Blog,11,3412,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-d22aadf2523d4dd8bc21a49fc7b56c37.md,adsk-d22aadf2523d4dd8bc21a49fc7b56c37.md,2907,Autodesk Educator Resources,15,2848,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-d24db5457a9f4ed2bc2a0e25bc2dfc38.md,adsk-d24db5457a9f4ed2bc2a0e25bc2dfc38.md,4679,Construction Submittal Software | Autodesk Construction Cloud,22,4634,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-d27485b71bf944b38d93b3d3c8a13a2d.md,adsk-d27485b71bf944b38d93b3d3c8a13a2d.md,3438,Cloud Services | Design In The Cloud | Autodesk,15,3369,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-d290755b532d4be7a708bf8c73659451.md,adsk-d290755b532d4be7a708bf8c73659451.md,1513,Hydrogen-powered drones propel a path to sustainable air travel,11,1488,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-d2a323c568d24c1cb1f5c8bf7c2fe2de.md,adsk-d2a323c568d24c1cb1f5c8bf7c2fe2de.md,296,Overview,7,285,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-d30e638d6ab84fd7a5d1112ca80bd520.md,adsk-d30e638d6ab84fd7a5d1112ca80bd520.md,1773,Civil 3D for Rail Design | Rail Design Software | Autodesk,20,1736,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-d3114c31e9994ae691428c18a26234f6.md,adsk-d3114c31e9994ae691428c18a26234f6.md,1270,2021 Autodesk Construction Outlook,14,1235,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-d31d749bf3eb4abbb14e3b18414b70d5.md,adsk-d31d749bf3eb4abbb14e3b18414b70d5.md,5953,Generate Autodesk License File | Administrator Installation,24,5858,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-d369907bb11744569002abc6d0b29e45.md,adsk-d369907bb11744569002abc6d0b29e45.md,3832,Autodesk Fusion 360 With PowerInspect 2024 | Get Prices & Buy,25,3775,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-d37b6327bbb44df8aa60221a28e706e3.md,adsk-d37b6327bbb44df8aa60221a28e706e3.md,3683,Media and Entertainment Collection 2024 | Autodesk,37,3575,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-d3acaf52699f4704be55ac1f69bda3b8.md,adsk-d3acaf52699f4704be55ac1f69bda3b8.md,5266,Autodesk Fusion 360 with PowerMill | Get Prices & Buy PowerMill 2024,40,5184,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-d3b11cb2d1764e4fba24e6cdd69be0f5.md,adsk-d3b11cb2d1764e4fba24e6cdd69be0f5.md,2080,Autodesk Rendering | Cloud Rendering Software | Autodesk,21,2035,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-d3cfc63c4b924179bf8d2597a41fe636.md,adsk-d3cfc63c4b924179bf8d2597a41fe636.md,3415,Corporate Philanthropy | Sustainability | Autodesk,25,3364,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-d3ece120a942482aa8182c9a890d9cd7.md,adsk-d3ece120a942482aa8182c9a890d9cd7.md,694,Contact Customer Support | Autodesk Support,9,677,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-d41b018637e143de9900042226d51d0e.md,adsk-d41b018637e143de9900042226d51d0e.md,1249,Home,8,1208,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-d463a318aaaa423292b68d46c585ccbb.md,adsk-d463a318aaaa423292b68d46c585ccbb.md,382,System requirements for Autodesk MotionBuilder 2024,7,371,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-d48e881feeab4742826badae1688048f.md,adsk-d48e881feeab4742826badae1688048f.md,6163,Create deployments from Autodesk Account | Administrator Installation,21,6085,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-d4d5858bd58443f09391fc81903dc2a9.md,adsk-d4d5858bd58443f09391fc81903dc2a9.md,360,Dynamo Studio Frequently Asked Questions,7,349,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-d522135c8cb5416cb9a6dec6327207cb.md,adsk-d522135c8cb5416cb9a6dec6327207cb.md,3408,Autodesk Affiliate Program | FAQ,30,3343,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-d575391b09054c25af0412ce999b79cb.md,adsk-d575391b09054c25af0412ce999b79cb.md,296,Overview,7,285,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-d5a902614479415385b0a2cef4a63a97.md,adsk-d5a902614479415385b0a2cef4a63a97.md,296,Overview,7,285,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-d5ac490bafd14e04b78c9c74e2f500ce.md,adsk-d5ac490bafd14e04b78c9c74e2f500ce.md,368,System requirements for Autodesk Within 2016,7,357,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-d5cac09fa32f4b8cbd75600c80ec8973.md,adsk-d5cac09fa32f4b8cbd75600c80ec8973.md,296,Overview,7,285,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-d5cfa16d5b8d4a119ecfcc76c3f228df.md,adsk-d5cfa16d5b8d4a119ecfcc76c3f228df.md,325,Untitled Autodesk Page,7,314,indexed,docling_hierarchical_chunker,
cleaned_corpus\adsk-d5e57376e57e407eaea8bbc9e259d51c.md,adsk-d5e57376e57e407eaea8bbc9e259d51c.md,6841,Compare Moldflow Insight and Moldflow Adviser,26,6683,indexed,docling_hierarchical_chunker,
