relative_path,output_path,extraction_method_used,warnings,title,raw_html_chars,raw_visible_chars,raw_tables,raw_table_rows,raw_headings,raw_lists,raw_code_blocks,cleaned_chars,cleaned_lines,cleaned_nonempty_lines,md_tables,md_headings,md_list_lines,md_code_fences,md_links,boilerplate_phrase_hits,punct_only_short_lines,replacement_chars,metadata_or_title_only,cleaned_to_raw_visible_ratio,cleaned_to_raw_html_ratio,quality_flags,flag_count
adsk-a124ea70637f478c8adeecbd5e1a61f9.html,cleaned_corpus\adsk-a124ea70637f478c8adeecbd5e1a61f9.md,trafilatura_short,very_short_trafilatura_output; very_short_cleaned_content,Business Archives | Autodesk News,80539,4196,0,0,10,22,0,19,1,1,0,1,0,0,0,0,0,0,True,0.0045,0.0002,very_short_output;low_visible_text_retention;heading_loss,3
adsk-0966028aeb674e83add24a3ba3a4361d.html,cleaned_corpus\adsk-0966028aeb674e83add24a3ba3a4361d.md,trafilatura_short,very_short_trafilatura_output; very_short_cleaned_content,Sustainability in AEC Archives | Autodesk News,80831,4204,0,0,10,22,0,32,1,1,0,1,0,0,0,0,0,0,True,0.0076,0.0004,very_short_output;low_visible_text_retention;heading_loss,3
adsk-f0702460015846dda0f1065e8e2be249.html,cleaned_corpus\adsk-f0702460015846dda0f1065e8e2be249.md,trafilatura_short,very_short_trafilatura_output; very_short_cleaned_content,Inventor Engineer-to-Order | Autodesk,244331,3899,0,0,10,18,0,39,1,1,0,1,0,0,0,0,0,0,True,0.01,0.0002,very_short_output;low_visible_text_retention;heading_loss,3
adsk-bec4d214546348879b18d76017a6f750.html,cleaned_corpus\adsk-bec4d214546348879b18d76017a6f750.md,trafilatura_short,very_short_trafilatura_output; very_short_cleaned_content,Autodesk Advanced Manufacturing Resources Library & Content Center,300703,3959,0,0,12,19,0,101,6,5,0,1,0,0,0,0,1,0,True,0.0255,0.0003,very_short_output;low_visible_text_retention;heading_loss,3
adsk-229bb184cfd5457e944171ba7f597960.html,cleaned_corpus\adsk-229bb184cfd5457e944171ba7f597960.md,trafilatura_short,very_short_trafilatura_output; very_short_cleaned_content,Site Selector,102184,1336,0,0,5,2,0,15,1,1,0,1,0,0,0,0,0,0,True,0.0112,0.0001,very_short_output;heading_loss,2
adsk-943b27df40db492793f89e9634def031.html,cleaned_corpus\adsk-943b27df40db492793f89e9634def031.md,trafilatura_short,very_short_trafilatura_output; very_short_cleaned_content,Site Selector,102187,1336,0,0,5,2,0,15,1,1,0,1,0,0,0,0,0,0,True,0.0112,0.0001,very_short_output;heading_loss,2
adsk-a50257da69f948c3847bf1763a250fd3.html,cleaned_corpus\adsk-a50257da69f948c3847bf1763a250fd3.md,beautifulsoup_fallback,used_beautifulsoup_fallback; very_short_cleaned_content,Forma Webinar,87373,328,0,0,3,0,0,93,41,21,0,3,0,0,0,0,19,0,True,0.2835,0.0011,very_short_output;punctuation_noise,2
adsk-036657b896d64873aeb89c0b32e33844.html,cleaned_corpus\adsk-036657b896d64873aeb89c0b32e33844.md,beautifulsoup_fallback,used_beautifulsoup_fallback; very_short_cleaned_content,Install Autodesk Products | Administrator Installation,97409,1937,0,0,9,11,0,98,5,3,0,1,2,0,0,0,0,0,True,0.0506,0.001,very_short_output;heading_loss,2
adsk-8294ad72ef69483087a0e0e747a15067.html,cleaned_corpus\adsk-8294ad72ef69483087a0e0e747a15067.md,beautifulsoup_fallback,used_beautifulsoup_fallback; very_short_cleaned_content,Digital Factory | Webinar | Autodesk,84020,351,0,0,3,0,0,116,41,21,0,3,0,0,0,0,19,0,True,0.3305,0.0014,very_short_output;punctuation_noise,2
adsk-9a9e0aaeecd9477da550a5b361c6ed32.html,cleaned_corpus\adsk-9a9e0aaeecd9477da550a5b361c6ed32.md,trafilatura_short,very_short_trafilatura_output; very_short_cleaned_content,"Q3 FY24 Autodesk Earnings Conference Call | Autodesk, Inc.",161348,1083,0,0,8,9,0,240,3,2,0,1,0,0,0,0,0,0,True,0.2216,0.0015,very_short_output;heading_loss,2
adsk-8cf0c412f1c848988e72aaf988fe1489.html,cleaned_corpus\adsk-8cf0c412f1c848988e72aaf988fe1489.md,trafilatura,,Privacy Statement Russian,147482,34805,0,0,19,21,0,5769,38,23,0,1,0,0,3,10,0,0,False,0.1658,0.0391,heading_loss;possible_boilerplate_remaining,2
adsk-e4c92773fe2c40fc83e28ad83b1ee753.html,cleaned_corpus\adsk-e4c92773fe2c40fc83e28ad83b1ee753.md,trafilatura_short,very_short_trafilatura_output; very_short_cleaned_content,Help,5430,4,0,0,0,0,0,6,1,1,0,1,0,0,0,0,0,0,True,1.5,0.0011,very_short_output,1
adsk-e08af7ff3aea46cea0af46e855ec2897.html,cleaned_corpus\adsk-e08af7ff3aea46cea0af46e855ec2897.md,trafilatura_short,very_short_trafilatura_output; very_short_cleaned_content,Help,5430,4,0,0,0,0,0,6,1,1,0,1,0,0,0,0,0,0,True,1.5,0.0011,very_short_output,1
adsk-cede02128f824713851aa1141f146165.html,cleaned_corpus\adsk-cede02128f824713851aa1141f146165.md,trafilatura_short,very_short_trafilatura_output; very_short_cleaned_content,Help,5430,4,0,0,0,0,0,6,1,1,0,1,0,0,0,0,0,0,True,1.5,0.0011,very_short_output,1
adsk-2401a58935e84b7e8f681064ea9cf3d1.html,cleaned_corpus\adsk-2401a58935e84b7e8f681064ea9cf3d1.md,trafilatura_short,very_short_trafilatura_output; very_short_cleaned_content,Overview | Revit | Autodesk,45969,27,0,0,0,0,0,10,1,1,0,1,0,0,0,0,0,0,True,0.3704,0.0002,very_short_output,1
adsk-3a9069f3afa94ef0a05f21717b0d1929.html,cleaned_corpus\adsk-3a9069f3afa94ef0a05f21717b0d1929.md,trafilatura_short,very_short_trafilatura_output; very_short_cleaned_content,Overview | ReCap | Autodesk,50655,27,0,0,0,0,0,10,1,1,0,1,0,0,0,0,0,0,True,0.3704,0.0002,very_short_output,1
adsk-6308f62827344842ba7022c87b411510.html,cleaned_corpus\adsk-6308f62827344842ba7022c87b411510.md,trafilatura_short,very_short_trafilatura_output; very_short_cleaned_content,Overview | TruNest Products | Autodesk,52163,38,0,0,0,0,0,10,1,1,0,1,0,0,0,0,0,0,True,0.2632,0.0002,very_short_output,1
adsk-003c2905187a4da99ae975cb7233e9ec.html,cleaned_corpus\adsk-003c2905187a4da99ae975cb7233e9ec.md,trafilatura_short,very_short_trafilatura_output; very_short_cleaned_content,Overview | AutoCAD | Autodesk,47895,29,0,0,0,0,0,10,1,1,0,1,0,0,0,0,0,0,True,0.3448,0.0002,very_short_output,1
adsk-c0daf9f11cab4fce859ce1cdc9fbca13.html,cleaned_corpus\adsk-c0daf9f11cab4fce859ce1cdc9fbca13.md,trafilatura_short,very_short_trafilatura_output; very_short_cleaned_content,Overview | Character Generator | Autodesk,52648,41,0,0,0,0,0,10,1,1,0,1,0,0,0,0,0,0,True,0.2439,0.0002,very_short_output,1
adsk-23955626d0fc47898850e4a3b0b9c4ae.html,cleaned_corpus\adsk-23955626d0fc47898850e4a3b0b9c4ae.md,trafilatura_short,very_short_trafilatura_output; very_short_cleaned_content,Overview | VRED Products | Autodesk,51855,35,0,0,0,0,0,10,1,1,0,1,0,0,0,0,0,0,True,0.2857,0.0002,very_short_output,1
adsk-77f98ee10f284d098428604b3f3d53c5.html,cleaned_corpus\adsk-77f98ee10f284d098428604b3f3d53c5.md,trafilatura_short,very_short_trafilatura_output; very_short_cleaned_content,Overview | Alias Products | Autodesk,52001,36,0,0,0,0,0,10,1,1,0,1,0,0,0,0,0,0,True,0.2778,0.0002,very_short_output,1
adsk-cacb083aba87433c946c34d830dfa46e.html,cleaned_corpus\adsk-cacb083aba87433c946c34d830dfa46e.md,trafilatura_short,very_short_trafilatura_output; very_short_cleaned_content,Overview | FeatureCAM Products | Autodesk,51081,41,0,0,0,0,0,10,1,1,0,1,0,0,0,0,0,0,True,0.2439,0.0002,very_short_output,1
adsk-5da64781e55f4ba084f789337e34ab4d.html,cleaned_corpus\adsk-5da64781e55f4ba084f789337e34ab4d.md,trafilatura_short,very_short_trafilatura_output; very_short_cleaned_content,Overview | AutoCAD MEP | Autodesk,47825,33,0,0,0,0,0,10,1,1,0,1,0,0,0,0,0,0,True,0.303,0.0002,very_short_output,1
adsk-f5e39e9f3c1e449fa99a99f0c0a39ce5.html,cleaned_corpus\adsk-f5e39e9f3c1e449fa99a99f0c0a39ce5.md,trafilatura_short,very_short_trafilatura_output; very_short_cleaned_content,Overview | Alias SpeedForm | Autodesk,52106,37,0,0,0,0,0,10,1,1,0,1,0,0,0,0,0,0,True,0.2703,0.0002,very_short_output,1
